year,state_fips,county_fips,totperm,totval,units_1unit,value_1unit,units_2unit,value_2unit,units_3to4unit,value_3to4unit,units_5punit,value_5punit,source
1996,08,067,514,51443508,435,47686085,4,351686,3,330737,72,3075000,census_bps_county
1996,08,069,3491,303283991,2426,254322679,32,2393055,225,11849728,808,34718529,census_bps_county
1996,08,071,83,7481826,73,7155826,0,0,0,0,10,326000,census_bps_county
1996,08,073,16,1608300,16,1608300,0,0,0,0,0,0,census_bps_county
1996,08,075,101,8106366,47,5119320,0,0,0,0,54,2987046,census_bps_county
1996,08,077,1044,88011842,917,81436572,94,5038432,0,0,33,1536838,census_bps_county
1996,08,079,31,2882330,31,2882330,0,0,0,0,0,0,census_bps_county
1996,08,081,42,2813347,40,2730547,2,82800,0,0,0,0,census_bps_county
1996,08,083,70,3292613,33,2092613,10,320000,11,371000,16,509000,census_bps_county
1996,08,085,224,17038276,210,16290068,14,748208,0,0,0,0,census_bps_county
1996,08,087,104,8488644,100,8358644,4,130000,0,0,0,0,census_bps_county
1996,08,089,29,2819119,27,2711487,2,107632,0,0,0,0,census_bps_county
1996,08,091,108,18148189,80,16426106,0,0,4,322083,24,1400000,census_bps_county
1996,08,093,468,32673649,426,32196894,0,0,0,0,42,476755,census_bps_county
1996,08,095,15,1138388,15,1138388,0,0,0,0,0,0,census_bps_county
1996,08,097,173,84934358,118,78192818,0,0,11,1309586,44,5431954,census_bps_county
1996,08,099,14,1560000,14,1560000,0,0,0,0,0,0,census_bps_county
1996,08,101,1193,106190381,877,88398001,128,8288861,76,2768876,112,6734643,census_bps_county
1996,08,103,14,828000,14,828000,0,0,0,0,0,0,census_bps_county
1996,08,105,132,12237483,122,11647483,6,390000,4,200000,0,0,census_bps_county
1996,08,107,346,59085813,235,44505575,42,5673375,4,305568,65,8601295,census_bps_county
1996,08,109,67,3239300,67,3239300,0,0,0,0,0,0,census_bps_county
1996,08,111,6,758055,6,758055,0,0,0,0,0,0,census_bps_county
1996,08,113,152,31479594,123,29037244,0,372000,3,599350,26,1471000,census_bps_county
1996,08,115,2,230000,2,230000,0,0,0,0,0,0,census_bps_county
1996,08,117,1270,170039441,465,79097949,24,4351285,123,21909856,658,64680351,census_bps_county
1996,08,119,532,46333485,334,38212965,42,2376400,28,1142000,128,4602120,census_bps_county
1996,08,121,9,629763,9,629763,0,0,0,0,0,0,census_bps_county
1996,08,123,1856,180060086,1665,171395695,22,1760610,74,2296740,95,4607041,census_bps_county
1996,08,125,19,1548547,19,1548547,0,0,0,0,0,0,census_bps_county
1997,08,001,4081,324420732,2651,257714909,16,966009,72,5737947,1342,60001867,census_bps_county
1997,08,003,89,5475773,87,5303113,2,172660,0,0,0,0,census_bps_county
1997,08,005,4131,387851898,2584,305254901,84,7869039,12,717423,1451,74010535,census_bps_county
1997,08,007,243,34084122,223,32754122,12,1280000,0,0,8,50000,census_bps_county
1997,08,009,10,496600,10,496600,0,0,0,0,0,0,census_bps_county
1997,08,011,15,861755,15,861755,0,0,0,0,0,0,census_bps_county
1997,08,013,3259,334633634,2373,288415994,28,1988776,32,1828597,826,42400267,census_bps_county
1997,08,015,166,13668418,160,13405801,6,262617,0,0,0,0,census_bps_county
1997,08,017,6,369000,6,369000,0,0,0,0,0,0,census_bps_county
1997,08,019,83,13673170,77,12973170,2,300000,4,400000,0,0,census_bps_county
1997,08,021,166,4553910,164,4506910,2,47000,0,0,0,0,census_bps_county
1997,08,025,2,80000,2,80000,0,0,0,0,0,0,census_bps_county
1997,08,027,218,22864895,218,22864895,0,0,0,0,0,0,census_bps_county
1997,08,029,39,2940740,35,2670829,0,0,4,269911,0,0,census_bps_county
1997,08,031,2261,176200923,930,112159003,98,9797294,50,3756750,1183,50487876,census_bps_county
1997,08,033,3,321657,3,321657,0,0,0,0,0,0,census_bps_county
1997,08,035,5563,806604882,4969,775613888,22,1467685,6,500294,566,29023015,census_bps_county
1997,08,037,1487,309413289,614,204740074,84,18767413,122,18552264,667,67353538,census_bps_county
1997,08,039,316,8729430,316,8729430,0,0,0,0,0,0,census_bps_county
1997,08,041,4795,434190961,3797,400799464,26,1708500,0,0,972,31682997,census_bps_county
1997,08,043,327,26650038,314,25577557,4,230851,9,841630,0,0,census_bps_county
1997,08,045,403,52000718,314,42039138,74,9259085,15,702495,0,0,census_bps_county
1997,08,047,80,7033223,80,7033223,0,0,0,0,0,0,census_bps_county
1997,08,049,364,47497937,267,39141504,20,1896029,51,4478592,26,1981812,census_bps_county
1997,08,051,276,27839736,168,22518521,10,1348620,4,252633,94,3719962,census_bps_county
1997,08,053,20,2291869,20,2291869,0,0,0,0,0,0,census_bps_county
1997,08,055,107,7360000,105,7280000,2,80000,0,0,0,0,census_bps_county
1997,08,057,14,959550,14,959550,0,0,0,0,0,0,census_bps_county
1997,08,059,3362,325724750,2272,272435864,22,1887880,31,1707316,1037,49693690,census_bps_county
1997,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
1997,08,063,15,1050835,9,835235,6,215600,0,0,0,0,census_bps_county
1997,08,065,58,5136905,58,5136905,0,0,0,0,0,0,census_bps_county
1997,08,067,465,52117382,384,46036745,0,0,35,2572737,46,3507900,census_bps_county
1997,08,069,2777,291815155,2293,264699631,6,614157,173,10322796,305,16178571,census_bps_county
1997,08,071,85,9486438,85,9486438,0,0,0,0,0,0,census_bps_county
1997,08,073,16,1499155,16,1499155,0,0,0,0,0,0,census_bps_county
1997,08,075,107,9114297,60,6096860,2,240000,3,177437,42,2600000,census_bps_county
1997,08,077,1114,90082509,965,83077006,50,2363356,15,885620,84,3756527,census_bps_county
1997,08,079,12,130000,12,130000,0,0,0,0,0,0,census_bps_county
1997,08,081,60,4496516,58,4349516,2,147000,0,0,0,0,census_bps_county
1997,08,083,27,1607133,17,1190133,0,0,10,417000,0,0,census_bps_county
1997,08,085,213,17751390,195,16664404,18,1086986,0,0,0,0,census_bps_county
1997,08,087,127,10106210,117,9670210,4,136000,6,300000,0,0,census_bps_county
1997,08,089,40,2892473,24,1868489,0,0,0,0,16,1023984,census_bps_county
1997,08,091,58,13872697,58,13872697,0,0,0,0,0,0,census_bps_county
1997,08,093,446,31368760,425,31130385,0,0,0,0,21,238375,census_bps_county
1997,08,095,19,2053407,19,2053407,0,0,0,0,0,0,census_bps_county
1997,08,097,187,107711081,120,80992893,50,17880688,11,5425000,6,3412500,census_bps_county
1997,08,099,58,3720618,27,2120618,12,600000,0,0,19,1000000,census_bps_county
1997,08,101,1139,106687443,991,98510823,68,5018210,80,3158410,0,0,census_bps_county
1997,08,103,16,1235950,16,1235950,0,0,0,0,0,0,census_bps_county
1997,08,105,116,11966507,114,11816507,2,150000,0,0,0,0,census_bps_county
1997,08,107,299,51504167,181,39348299,40,6154895,4,232290,74,5768683,census_bps_county
1997,08,109,136,3655770,136,3655770,0,0,0,0,0,0,census_bps_county
1997,08,111,10,723000,10,723000,0,0,0,0,0,0,census_bps_county
1997,08,113,114,43539526,82,33021320,6,1166500,11,1752745,15,7598961,census_bps_county
1997,08,115,21,1585582,1,53900,0,0,0,0,20,1531682,census_bps_county
1997,08,117,927,149756139,521,99081034,10,1974135,61,11727993,335,36972977,census_bps_county
1997,08,119,367,33941068,365,33790628,2,150440,0,0,0,0,census_bps_county
1997,08,121,11,726599,11,726599,0,0,0,0,0,0,census_bps_county
1997,08,123,2117,217500694,1773,200410172,66,4602344,35,2218994,243,10269184,census_bps_county
1997,08,125,10,966400,10,966400,0,0,0,0,0,0,census_bps_county
1998,08,001,4283,415770974,2877,340544983,62,3830125,180,14130063,1164,57265803,census_bps_county
1998,08,003,100,4487351,67,3488253,2,92500,7,220910,24,685688,census_bps_county
1998,08,005,4457,451977430,3029,376897161,0,0,60,3166229,1368,71914040,census_bps_county
1998,08,007,308,52255292,248,47023292,28,3272000,16,844000,16,1116000,census_bps_county
1998,08,009,18,953784,16,904711,2,49073,0,0,0,0,census_bps_county
1998,08,011,23,1193300,23,1193300,0,0,0,0,0,0,census_bps_county
1998,08,013,5136,471493439,2941,361922447,28,2224533,47,3330261,2120,104016198,census_bps_county
1998,08,015,197,16397820,187,15788585,6,338661,4,270574,0,0,census_bps_county
1998,08,017,2,270000,2,270000,0,0,0,0,0,0,census_bps_county
1998,08,019,102,16785541,96,16085541,2,300000,4,400000,0,0,census_bps_county
1998,08,021,175,4509779,175,4509779,0,0,0,0,0,0,census_bps_county
1998,08,025,2,80000,2,80000,0,0,0,0,0,0,census_bps_county
1998,08,027,137,13558465,137,13558465,0,0,0,0,0,0,census_bps_county
1998,08,029,75,5437503,57,4979503,0,0,4,238000,14,220000,census_bps_county
1998,08,031,4689,338702107,1502,171884007,152,15109783,88,7087788,2947,144620529,census_bps_county
1998,08,033,6,704807,6,704807,0,0,0,0,0,0,census_bps_county
1998,08,035,6442,949220333,5282,865044917,4,326987,44,4334907,1112,79513522,census_bps_county
1998,08,037,1138,302499277,624,238972125,32,6970350,88,10329541,394,46227261,census_bps_county
1998,08,039,311,8326381,295,7709504,0,0,4,199687,12,417190,census_bps_county
1998,08,041,4953,506044849,4234,485945340,32,2337000,4,60000,683,17702509,census_bps_county
1998,08,043,356,26339425,332,24444632,12,772620,12,1122173,0,0,census_bps_county
1998,08,045,497,68168433,385,58510522,50,4890336,20,2633384,42,2134191,census_bps_county
1998,08,047,86,7828847,86,7828847,0,0,0,0,0,0,census_bps_county
1998,08,049,644,87204842,343,54381302,18,2529794,31,3964142,252,26329604,census_bps_county
1998,08,051,260,37349438,204,31356227,20,2088127,6,640000,30,3265084,census_bps_county
1998,08,053,13,1673842,13,1673842,0,0,0,0,0,0,census_bps_county
1998,08,055,109,7600841,109,7600841,0,0,0,0,0,0,census_bps_county
1998,08,057,17,1504050,15,1354050,2,150000,0,0,0,0,census_bps_county
1998,08,059,3193,328123295,2053,267310816,52,2983183,42,3056518,1046,54772778,census_bps_county
1998,08,061,1,150000,1,150000,0,0,0,0,0,0,census_bps_county
1998,08,063,32,1452507,32,1452507,0,0,0,0,0,0,census_bps_county
1998,08,065,44,4330558,40,4052470,4,278088,0,0,0,0,census_bps_county
1998,08,067,514,46839450,373,43358813,2,120000,9,1031637,130,2329000,census_bps_county
1998,08,069,3222,364909969,2647,334938060,12,436372,120,6996158,443,22539379,census_bps_county
1998,08,071,87,9677653,87,9677653,0,0,0,0,0,0,census_bps_county
1998,08,073,18,1600392,18,1600392,0,0,0,0,0,0,census_bps_county
1998,08,075,137,7642719,37,3816832,10,1125887,0,0,90,2700000,census_bps_county
1998,08,077,1286,111426715,1105,101496845,132,7507775,41,2064331,8,357764,census_bps_county
1998,08,079,14,208833,14,208833,0,0,0,0,0,0,census_bps_county
1998,08,081,34,3681275,34,3681275,0,0,0,0,0,0,census_bps_county
1998,08,083,61,3745200,58,3625200,0,0,3,120000,0,0,census_bps_county
1998,08,085,292,23155050,263,21641066,26,1331984,3,182000,0,0,census_bps_county
1998,08,087,186,11855594,182,11600594,4,255000,0,0,0,0,census_bps_county
1998,08,089,32,3998513,32,3998513,0,0,0,0,0,0,census_bps_county
1998,08,091,67,14587779,65,14292546,2,295233,0,0,0,0,census_bps_county
1998,08,093,345,35684094,345,35684094,0,0,0,0,0,0,census_bps_county
1998,08,095,14,1031601,14,1031601,0,0,0,0,0,0,census_bps_county
1998,08,097,161,107674049,104,98388942,16,3310000,6,1325000,35,4650107,census_bps_county
1998,08,099,54,3165949,36,2409723,14,589825,4,166401,0,0,census_bps_county
1998,08,101,1351,126515074,1111,112959457,120,8117617,120,5438000,0,0,census_bps_county
1998,08,103,15,1052000,15,1052000,0,0,0,0,0,0,census_bps_county
1998,08,105,97,10751465,93,10581465,4,170000,0,0,0,0,census_bps_county
1998,08,107,508,77232513,264,51001321,48,10140623,0,0,196,16090569,census_bps_county
1998,08,109,105,6065476,81,4965476,0,0,0,0,24,1100000,census_bps_county
1998,08,111,7,750223,7,750223,0,0,0,0,0,0,census_bps_county
1998,08,113,178,73082960,110,61044193,6,1620000,0,920406,62,9498361,census_bps_county
1998,08,115,9,867000,9,867000,0,0,0,0,0,0,census_bps_county
1998,08,117,1162,191366642,492,118961991,28,2311194,38,5812212,604,64281245,census_bps_county
1998,08,119,301,36832972,301,36832972,0,0,0,0,0,0,census_bps_county
1998,08,121,17,1339900,17,1339900,0,0,0,0,0,0,census_bps_county
1998,08,123,3069,366632865,2773,347757098,54,4412480,64,3803561,178,10659726,census_bps_county
1998,08,125,7,742200,7,742200,0,0,0,0,0,0,census_bps_county
1999,08,001,3730,355782130,3200,312816146,80,4759046,117,10042142,333,28164796,census_bps_county
1999,08,003,78,5538070,78,5538070,0,0,0,0,0,0,census_bps_county
1999,08,005,5799,616155171,4182,533060738,124,4817528,8,666660,1485,77610245,census_bps_county
1999,08,007,271,49610470,250,47577470,8,685000,7,774000,6,574000,census_bps_county
1999,08,009,10,475000,10,475000,0,0,0,0,0,0,census_bps_county
1999,08,011,14,437469,14,437469,0,0,0,0,0,0,census_bps_county
1999,08,013,2992,368515507,2339,327601026,44,4543815,110,9136585,499,27234081,census_bps_county
1999,08,015,218,18567671,214,18341147,4,226524,0,0,0,0,census_bps_county
1999,08,017,3,220000,3,220000,0,0,0,0,0,0,census_bps_county
1999,08,019,88,15383242,82,14683242,2,300000,4,400000,0,0,census_bps_county
1999,08,021,181,4628373,181,4628373,0,0,0,0,0,0,census_bps_county
1999,08,025,4,320000,4,320000,0,0,0,0,0,0,census_bps_county
1999,08,027,90,8894450,90,8894450,0,0,0,0,0,0,census_bps_county
1999,08,029,94,7475737,51,4772303,2,92000,0,0,41,2611434,census_bps_county
1999,08,031,3379,299672600,1706,197597572,260,26853808,150,12369375,1263,62851845,census_bps_county
1999,08,033,6,704807,6,704807,0,0,0,0,0,0,census_bps_county
1999,08,035,7164,1051254548,5569,933566081,0,0,52,5301086,1543,112387381,census_bps_county
1999,08,037,881,275464687,535,220244053,52,14192713,61,7029847,233,33998074,census_bps_county
1999,08,039,291,39635055,287,39435367,0,0,4,199688,0,0,census_bps_county
1999,08,041,5537,565268390,4375,525545155,14,1450000,80,2800000,1068,35473235,census_bps_county
1999,08,043,416,30975293,396,29648897,16,1128396,4,198000,0,0,census_bps_county
1999,08,045,635,85758503,559,78967279,6,659762,10,1736425,60,4395037,census_bps_county
1999,08,047,81,8984788,81,8984788,0,0,0,0,0,0,census_bps_county
1999,08,049,485,68881378,381,56287279,20,2090410,44,6066948,40,4436741,census_bps_county
1999,08,051,309,49430999,281,45186338,24,4008004,4,236657,0,0,census_bps_county
1999,08,053,13,1673842,13,1673842,0,0,0,0,0,0,census_bps_county
1999,08,055,115,8128375,115,8128375,0,0,0,0,0,0,census_bps_county
1999,08,057,16,1185500,16,1185500,0,0,0,0,0,0,census_bps_county
1999,08,059,2763,319125525,1986,270993264,30,1859313,56,4174854,691,42098094,census_bps_county
1999,08,061,1,70000,1,70000,0,0,0,0,0,0,census_bps_county
1999,08,063,57,4015309,27,2647309,0,0,0,0,30,1368000,census_bps_county
1999,08,065,43,5269965,43,5269965,0,0,0,0,0,0,census_bps_county
1999,08,067,401,49913766,385,48397917,10,828091,6,687758,0,0,census_bps_county
1999,08,069,3591,403100414,2583,344024171,60,5741613,86,6448912,862,46885718,census_bps_county
1999,08,071,89,9171300,89,9171300,0,0,0,0,0,0,census_bps_county
1999,08,073,13,1251341,13,1251341,0,0,0,0,0,0,census_bps_county
1999,08,075,55,6035939,49,5225739,6,810200,0,0,0,0,census_bps_county
1999,08,077,1362,127411778,1232,119568850,76,4785566,30,1686076,24,1371286,census_bps_county
1999,08,079,13,140833,13,140833,0,0,0,0,0,0,census_bps_county
1999,08,081,44,4438519,44,4438519,0,0,0,0,0,0,census_bps_county
1999,08,083,23,1760069,21,1690069,2,70000,0,0,0,0,census_bps_county
1999,08,085,320,27076375,272,24687359,14,763196,19,869020,15,756800,census_bps_county
1999,08,087,108,9485013,94,8754535,6,362600,8,367878,0,0,census_bps_county
1999,08,089,29,2415044,29,2415044,0,0,0,0,0,0,census_bps_county
1999,08,091,68,16833205,66,16505757,2,327448,0,0,0,0,census_bps_county
1999,08,093,388,42141896,388,42141896,0,0,0,0,0,0,census_bps_county
1999,08,095,20,1894964,20,1894964,0,0,0,0,0,0,census_bps_county
1999,08,097,263,152954551,159,137168501,12,1689760,37,6440590,55,7655700,census_bps_county
1999,08,099,93,6029885,48,3473547,0,0,0,0,45,2556338,census_bps_county
1999,08,101,1437,135433617,1173,120193627,112,7770103,56,2763999,96,4705888,census_bps_county
1999,08,103,18,1214200,18,1214200,0,0,0,0,0,0,census_bps_county
1999,08,105,94,11494749,92,11344749,2,150000,0,0,0,0,census_bps_county
1999,08,107,480,103939812,301,75013620,64,14670376,3,311130,112,13944686,census_bps_county
1999,08,109,119,5370055,119,5370055,0,0,0,0,0,0,census_bps_county
1999,08,111,4,503425,4,503425,0,0,0,0,0,0,census_bps_county
1999,08,113,145,81000946,134,77160786,8,3440160,3,400000,0,0,census_bps_county
1999,08,115,2,187474,2,187474,0,0,0,0,0,0,census_bps_county
1999,08,117,488,101943307,281,84609941,28,6915101,12,2395740,167,8022525,census_bps_county
1999,08,119,303,35340857,303,35340857,0,0,0,0,0,0,census_bps_county
1999,08,121,8,713900,8,713900,0,0,0,0,0,0,census_bps_county
1999,08,123,3557,428132838,3381,415242455,22,1526152,26,1570402,128,9793829,census_bps_county
1999,08,125,14,1140372,14,1140372,0,0,0,0,0,0,census_bps_county
2000,08,001,5479,512901167,2901,344779414,78,4866569,91,7622301,2409,155632883,census_bps_county
2000,08,003,54,4624105,54,4624105,0,0,0,0,0,0,census_bps_county
2000,08,005,8140,748566284,4242,534626341,4,273862,100,7906002,3794,205760079,census_bps_county
2000,08,007,360,71819650,358,71627650,2,192000,0,0,0,0,census_bps_county
2000,08,009,7,320000,7,320000,0,0,0,0,0,0,census_bps_county
2000,08,011,17,1564250,17,1564250,0,0,0,0,0,0,census_bps_county
2000,08,013,2780,372871976,2474,351412624,52,4649805,81,6549028,173,10260519,census_bps_county
2000,08,015,230,20860964,227,20766320,0,0,3,94644,0,0,census_bps_county
2000,08,017,3,215000,3,215000,0,0,0,0,0,0,census_bps_county
2000,08,019,58,10171207,58,10171207,0,0,0,0,0,0,census_bps_county
2000,08,021,193,4935839,193,4935839,0,0,0,0,0,0,census_bps_county
2000,08,025,20,1110000,20,1110000,0,0,0,0,0,0,census_bps_county
2000,08,027,143,18344964,130,17493719,2,90000,11,761245,0,0,census_bps_county
2000,08,029,94,7219042,92,7115005,2,104037,0,0,0,0,census_bps_county
2000,08,031,3649,314704168,1439,159480221,238,25660515,74,7098883,1898,122464549,census_bps_county
2000,08,033,7,822275,7,822275,0,0,0,0,0,0,census_bps_county
2000,08,035,6395,961042477,4760,856099972,0,0,0,0,1635,104942505,census_bps_county
2000,08,037,701,308344696,448,224398710,8,2801257,21,3983028,224,77161701,census_bps_county
2000,08,039,317,47492068,317,47492068,0,0,0,0,0,0,census_bps_county
2000,08,041,6264,710778011,5086,631555826,12,874687,48,2059293,1118,76288205,census_bps_county
2000,08,043,385,28552748,377,28182185,8,370563,0,0,0,0,census_bps_county
2000,08,045,674,106379965,516,92130865,12,808321,19,2173558,127,11267221,census_bps_county
2000,08,047,83,9300325,83,9300325,0,0,0,0,0,0,census_bps_county
2000,08,049,544,104131176,346,82141883,4,380400,22,3004368,172,18604525,census_bps_county
2000,08,051,330,52254551,208,32647001,30,3840964,22,2643071,70,13123515,census_bps_county
2000,08,053,15,1953205,11,1703205,0,0,4,250000,0,0,census_bps_county
2000,08,055,96,8820489,96,8820489,0,0,0,0,0,0,census_bps_county
2000,08,057,24,6310000,24,6310000,0,0,0,0,0,0,census_bps_county
2000,08,059,3016,313754457,1922,249509388,10,951451,36,2467547,1048,60826071,census_bps_county
2000,08,061,0,0,0,0,0,0,0,0,0,0,census_bps_county
2000,08,063,32,3769872,24,1979672,0,0,8,1790200,0,0,census_bps_county
2000,08,065,61,6471145,61,6471145,0,0,0,0,0,0,census_bps_county
2000,08,067,433,54454171,393,50063776,10,1350233,19,1990528,11,1049634,census_bps_county
2000,08,069,3524,427366062,2724,379856241,24,2832777,80,5522064,696,39154980,census_bps_county
2000,08,071,83,8023369,83,8023369,0,0,0,0,0,0,census_bps_county
2000,08,073,13,1375723,13,1375723,0,0,0,0,0,0,census_bps_county
2000,08,075,73,6555642,69,6315042,4,240600,0,0,0,0,census_bps_county
2000,08,077,1316,128285242,1132,117687528,30,1930755,71,4219753,83,4447206,census_bps_county
2000,08,079,14,151666,14,151666,0,0,0,0,0,0,census_bps_county
2000,08,081,41,4156251,41,4156251,0,0,0,0,0,0,census_bps_county
2000,08,083,41,3564301,29,2914301,6,350000,6,300000,0,0,census_bps_county
2000,08,085,309,28962637,286,28016833,12,552129,11,393675,0,0,census_bps_county
2000,08,087,116,12144680,110,11720738,6,423942,0,0,0,0,census_bps_county
2000,08,089,42,4309843,34,3738929,0,0,0,0,8,570914,census_bps_county
2000,08,091,66,19020356,59,18276727,0,0,7,743629,0,0,census_bps_county
2000,08,093,434,45743839,434,45743839,0,0,0,0,0,0,census_bps_county
2000,08,095,9,785084,7,626946,2,158138,0,0,0,0,census_bps_county
2000,08,097,274,138515895,199,124143671,28,5542224,23,5316000,24,3514000,census_bps_county
2000,08,099,18,1268953,18,1268953,0,0,0,0,0,0,census_bps_county
2000,08,101,1098,106645097,1028,103486697,48,1966400,12,592000,10,600000,census_bps_county
2000,08,103,17,1433500,15,1398500,2,35000,0,0,0,0,census_bps_county
2000,08,105,123,14418155,120,14303155,0,0,3,115000,0,0,census_bps_county
2000,08,107,527,116784840,292,72703814,80,21097249,81,12697291,74,10286486,census_bps_county
2000,08,109,134,6932820,134,6932820,0,0,0,0,0,0,census_bps_county
2000,08,111,5,214980,5,214980,0,0,0,0,0,0,census_bps_county
2000,08,113,142,122972148,131,119326276,8,2128872,3,1517000,0,0,census_bps_county
2000,08,115,4,620375,4,620375,0,0,0,0,0,0,census_bps_county
2000,08,117,799,180898045,384,118584392,4,414186,36,2724482,375,59174985,census_bps_county
2000,08,119,368,44292441,362,43687937,2,202464,4,402040,0,0,census_bps_county
2000,08,121,16,1268569,16,1268569,0,0,0,0,0,0,census_bps_county
2000,08,123,4369,579174493,3934,552136515,36,2360862,56,3903079,343,20774037,census_bps_county
2000,08,125,17,1343640,17,1343640,0,0,0,0,0,0,census_bps_county
2001,08,001,6130,639300738,4392,512600887,54,5426072,34,3485299,1650,117788480,census_bps_county
2001,08,003,95,6205761,52,4201639,0,0,4,173160,39,1830962,census_bps_county
2001,08,005,7935,723894081,3525,467292421,6,536555,69,4571526,4335,251493579,census_bps_county
2001,08,007,292,52991074,271,49853074,10,1104000,11,2034000,0,0,census_bps_county
2001,08,009,7,310000,7,310000,0,0,0,0,0,0,census_bps_county
2001,08,011,12,1168500,12,1168500,0,0,0,0,0,0,census_bps_county
2001,08,013,3321,373952697,1916,298163742,44,4739598,44,3802296,1317,67247061,census_bps_county
2001,08,015,219,21261792,219,21261792,0,0,0,0,0,0,census_bps_county
2001,08,017,4,377980,4,377980,0,0,0,0,0,0,census_bps_county
2001,08,019,65,12622721,65,12622721,0,0,0,0,0,0,census_bps_county
2001,08,021,184,4705670,184,4705670,0,0,0,0,0,0,census_bps_county
2001,08,025,3,200000,3,200000,0,0,0,0,0,0,census_bps_county
2001,08,027,118,15944787,103,15186154,2,90000,8,553633,5,115000,census_bps_county
2001,08,029,28,2893030,24,2654974,4,238056,0,0,0,0,census_bps_county
2001,08,031,4458,405310586,1011,144762387,260,21926303,71,5921677,3116,232700219,census_bps_county
2001,08,033,8,1221555,8,1221555,0,0,0,0,0,0,census_bps_county
2001,08,035,6052,867183876,4046,711158844,2,189700,38,1746830,1966,154088502,census_bps_county
2001,08,037,566,187940894,404,149786580,0,0,35,5046000,127,33108314,census_bps_county
2001,08,039,305,43335635,301,43135948,0,0,4,199687,0,0,census_bps_county
2001,08,041,7116,773069808,5254,634825471,6,398000,104,7673016,1752,130173321,census_bps_county
2001,08,043,370,30552415,362,30144680,8,407735,0,0,0,0,census_bps_county
2001,08,045,561,92511276,499,85536177,12,933501,19,1909150,31,4132448,census_bps_county
2001,08,047,65,8087802,65,8087802,0,0,0,0,0,0,census_bps_county
2001,08,049,479,85138670,293,64980775,4,478000,16,1977188,166,17702707,census_bps_county
2001,08,051,199,31438109,173,28043681,22,3048748,4,345680,0,0,census_bps_county
2001,08,053,16,2164292,16,2164292,0,0,0,0,0,0,census_bps_county
2001,08,055,93,9541573,91,9183673,2,357900,0,0,0,0,census_bps_county
2001,08,057,16,1155584,16,1155584,0,0,0,0,0,0,census_bps_county
2001,08,059,2309,270320372,1524,217060525,0,0,12,1052204,773,52207643,census_bps_county
2001,08,061,1,100000,1,100000,0,0,0,0,0,0,census_bps_county
2001,08,063,14,1500799,14,1500799,0,0,0,0,0,0,census_bps_county
2001,08,065,56,6488270,52,6018486,4,469784,0,0,0,0,census_bps_county
2001,08,067,552,64455653,383,50257508,44,5266710,9,1031637,116,7899798,census_bps_county
2001,08,069,3664,431584889,2640,371226192,18,2277131,63,5083014,943,52998552,census_bps_county
2001,08,071,78,8236111,78,8236111,0,0,0,0,0,0,census_bps_county
2001,08,073,7,1075000,7,1075000,0,0,0,0,0,0,census_bps_county
2001,08,075,63,5818660,61,5598660,2,220000,0,0,0,0,census_bps_county
2001,08,077,1253,126529558,1146,120389834,28,1421058,23,1824567,56,2894099,census_bps_county
2001,08,079,15,219363,15,219363,0,0,0,0,0,0,census_bps_county
2001,08,081,44,4748943,44,4748943,0,0,0,0,0,0,census_bps_county
2001,08,083,61,4325381,27,2524381,4,175000,0,0,30,1626000,census_bps_county
2001,08,085,383,33462235,280,29481490,4,187400,9,382526,90,3410819,census_bps_county
2001,08,087,97,9878924,95,9683424,2,195500,0,0,0,0,census_bps_county
2001,08,089,36,5145954,24,4175401,4,278000,3,195000,5,497553,census_bps_county
2001,08,091,90,20074058,82,19272358,4,711700,4,90000,0,0,census_bps_county
2001,08,093,390,45478409,390,45478409,0,0,0,0,0,0,census_bps_county
2001,08,095,13,1063934,13,1063934,0,0,0,0,0,0,census_bps_county
2001,08,097,105,81890546,105,81890546,0,0,0,0,0,0,census_bps_county
2001,08,099,13,1133000,13,1133000,0,0,0,0,0,0,census_bps_county
2001,08,101,1390,122765867,1114,111019806,96,3779064,16,562000,164,7404997,census_bps_county
2001,08,103,25,3033498,25,3033498,0,0,0,0,0,0,census_bps_county
2001,08,105,91,13584029,91,13584029,0,0,0,0,0,0,census_bps_county
2001,08,107,283,83793613,186,59459371,34,8856621,37,6582812,26,8894809,census_bps_county
2001,08,109,106,6471894,106,6471894,0,0,0,0,0,0,census_bps_county
2001,08,111,9,2091276,9,2091276,0,0,0,0,0,0,census_bps_county
2001,08,113,134,100228717,113,97188339,8,990378,3,250000,10,1800000,census_bps_county
2001,08,115,2,236000,2,236000,0,0,0,0,0,0,census_bps_county
2001,08,117,477,110084967,309,87735159,10,1321017,26,3330774,132,17698017,census_bps_county
2001,08,119,207,36062156,207,36062156,0,0,0,0,0,0,census_bps_county
2001,08,121,10,912000,10,912000,0,0,0,0,0,0,census_bps_county
2001,08,123,4301,595058983,3944,572457646,38,3174068,20,1432492,299,17994777,census_bps_county
2001,08,125,11,1006450,11,1006450,0,0,0,0,0,0,census_bps_county
2002,08,001,5831,681689339,3916,553839826,128,11473930,78,5841604,1709,110533979,census_bps_county
2002,08,003,49,3985622,35,3440245,0,0,0,0,14,545377,census_bps_county
2002,08,005,4805,644594611,3288,539001814,6,642844,70,8115658,1441,96834295,census_bps_county
2002,08,007,376,50739061,347,48653061,14,1286000,0,0,15,800000,census_bps_county
2002,08,009,7,175000,7,175000,0,0,0,0,0,0,census_bps_county
