year,state_fips,county_fips,totperm,totval,units_1unit,value_1unit,units_2unit,value_2unit,units_3to4unit,value_3to4unit,units_5punit,value_5punit,source
2007,08,073,2,335000,2,335000,0,0,0,0,0,0,census_bps_county
2007,08,075,20,3022859,20,3022859,0,0,0,0,0,0,census_bps_county
2007,08,077,1366,266500435,1310,262776113,32,3110650,0,0,24,613672,census_bps_county
2007,08,079,21,744890,21,744890,0,0,0,0,0,0,census_bps_county
2007,08,081,66,12847997,66,12847997,0,0,0,0,0,0,census_bps_county
2007,08,083,44,5940484,39,5545484,0,0,0,0,5,395000,census_bps_county
2007,08,085,396,60108483,351,55881838,24,2373820,21,1852825,0,0,census_bps_county
2007,08,087,64,9404506,62,9305806,2,98700,0,0,0,0,census_bps_county
2007,08,089,39,4937996,15,2505573,4,472600,20,1959823,0,0,census_bps_county
2007,08,091,64,21360546,64,21360546,0,0,0,0,0,0,census_bps_county
2007,08,093,239,37216422,239,37216422,0,0,0,0,0,0,census_bps_county
2007,08,095,6,1220219,6,1220219,0,0,0,0,0,0,census_bps_county
2007,08,097,168,154822835,101,118729259,4,18500000,8,2044440,55,15549136,census_bps_county
2007,08,099,14,2640500,14,2640500,0,0,0,0,0,0,census_bps_county
2007,08,101,677,114331137,663,112849755,14,1481382,0,0,0,0,census_bps_county
2007,08,103,78,9566304,46,6546304,0,0,0,0,32,3020000,census_bps_county
2007,08,105,51,10328640,51,10328640,0,0,0,0,0,0,census_bps_county
2007,08,107,598,185330773,279,114109307,0,0,0,0,319,71221466,census_bps_county
2007,08,109,65,9506340,65,9506340,0,0,0,0,0,0,census_bps_county
2007,08,111,4,1148395,4,1148395,0,0,0,0,0,0,census_bps_county
2007,08,113,156,123399917,72,84815414,14,9488660,11,11986822,59,17109021,census_bps_county
2007,08,115,1,200000,1,200000,0,0,0,0,0,0,census_bps_county
2007,08,117,460,245728144,323,208216090,2,990000,31,10710066,104,25811988,census_bps_county
2007,08,119,145,36220338,145,36220338,0,0,0,0,0,0,census_bps_county
2007,08,121,7,1149231,7,1149231,0,0,0,0,0,0,census_bps_county
2007,08,123,1847,360557157,1556,346139629,0,0,9,874402,282,13543126,census_bps_county
2007,08,125,4,542103,4,542103,0,0,0,0,0,0,census_bps_county
2008,08,001,782,138055400,650,126569972,24,3630990,0,0,108,7854438,census_bps_county
2008,08,003,58,5272222,29,3488989,12,991002,0,0,17,792231,census_bps_county
2008,08,005,1764,298830397,755,220207367,0,0,4,740000,1005,77883030,census_bps_county
2008,08,007,153,24349356,81,15216611,0,0,0,0,72,9132745,census_bps_county
2008,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2008,08,011,5,621500,5,621500,0,0,0,0,0,0,census_bps_county
2008,08,013,1022,205347768,305,118723826,2,729152,24,1441349,691,84453441,census_bps_county
2008,08,014,827,114724977,190,50639212,0,0,0,0,637,64085765,census_bps_county
2008,08,015,135,31190796,135,31190796,0,0,0,0,0,0,census_bps_county
2008,08,017,0,0,0,0,0,0,0,0,0,0,census_bps_county
2008,08,019,15,5535170,15,5535170,0,0,0,0,0,0,census_bps_county
2008,08,021,15,1776930,15,1776930,0,0,0,0,0,0,census_bps_county
2008,08,023,13,2121585,13,2121585,0,0,0,0,0,0,census_bps_county
2008,08,025,2,43200,2,43200,0,0,0,0,0,0,census_bps_county
2008,08,027,53,11156360,53,11156360,0,0,0,0,0,0,census_bps_county
2008,08,029,95,8799770,45,5876350,2,189036,0,0,48,2734384,census_bps_county
2008,08,031,3180,441036561,837,187321855,144,31493089,4,1610000,2195,220611617,census_bps_county
2008,08,033,1,219820,1,219820,0,0,0,0,0,0,census_bps_county
2008,08,035,1393,345381195,926,288618503,0,0,0,0,467,56762692,census_bps_county
2008,08,037,177,105359994,164,102951069,4,900000,4,712983,5,795942,census_bps_county
2008,08,039,57,15694021,57,15694021,0,0,0,0,0,0,census_bps_county
2008,08,041,1985,356353616,1553,301236927,0,0,0,0,432,55116689,census_bps_county
2008,08,043,96,18317395,90,17568734,6,748661,0,0,0,0,census_bps_county
2008,08,045,401,84623686,287,72666368,8,1195762,11,1276076,95,9485480,census_bps_county
2008,08,047,47,7925344,39,6690114,4,520230,4,715000,0,0,census_bps_county
2008,08,049,326,70350741,231,58948489,6,650343,0,0,89,10751909,census_bps_county
2008,08,051,91,23915328,84,23054828,0,0,0,0,7,860500,census_bps_county
2008,08,053,18,5215795,18,5215795,0,0,0,0,0,0,census_bps_county
2008,08,055,33,6706700,33,6706700,0,0,0,0,0,0,census_bps_county
2008,08,057,12,2779218,12,2779218,0,0,0,0,0,0,census_bps_county
2008,08,059,589,145752620,374,121826832,10,1890267,12,1409361,193,20626160,census_bps_county
2008,08,061,3,400000,3,400000,0,0,0,0,0,0,census_bps_county
2008,08,063,1,50000,1,50000,0,0,0,0,0,0,census_bps_county
2008,08,065,33,5068055,33,5068055,0,0,0,0,0,0,census_bps_county
2008,08,067,350,45218312,290,37259499,10,1500000,21,2407153,29,4051660,census_bps_county
2008,08,069,1265,212031372,649,155811614,8,904718,50,6160947,558,49154093,census_bps_county
2008,08,071,33,4576290,33,4576290,0,0,0,0,0,0,census_bps_county
2008,08,073,1,130000,1,130000,0,0,0,0,0,0,census_bps_county
2008,08,075,11,2123620,11,2123620,0,0,0,0,0,0,census_bps_county
2008,08,077,784,142518754,692,134549884,10,1373434,0,0,82,6595436,census_bps_county
2008,08,079,14,698107,14,698107,0,0,0,0,0,0,census_bps_county
2008,08,081,41,6700203,41,6700203,0,0,0,0,0,0,census_bps_county
2008,08,083,31,3382884,24,2887884,2,100000,0,0,5,395000,census_bps_county
2008,08,085,197,27273898,154,23173898,0,0,0,0,43,4100000,census_bps_county
2008,08,087,36,5972805,36,5972805,0,0,0,0,0,0,census_bps_county
2008,08,089,6,1207495,6,1207495,0,0,0,0,0,0,census_bps_county
2008,08,091,36,12658026,34,12350026,2,308000,0,0,0,0,census_bps_county
2008,08,093,160,27007640,160,27007640,0,0,0,0,0,0,census_bps_county
2008,08,095,4,635202,4,635202,0,0,0,0,0,0,census_bps_county
2008,08,097,116,97126526,80,73839469,4,14930000,8,2480220,24,5876837,census_bps_county
2008,08,099,6,948273,6,948273,0,0,0,0,0,0,census_bps_county
2008,08,101,416,64450695,379,61030468,12,1295297,0,0,25,2124930,census_bps_county
2008,08,103,65,10714540,38,8141268,2,213897,0,0,25,2359375,census_bps_county
2008,08,105,44,8612401,44,8612401,0,0,0,0,0,0,census_bps_county
2008,08,107,392,246434606,173,98291747,6,4456530,7,2817058,206,140869271,census_bps_county
2008,08,109,44,5768803,44,5768803,0,0,0,0,0,0,census_bps_county
2008,08,111,7,649355,7,649355,0,0,0,0,0,0,census_bps_county
2008,08,113,125,120434700,46,60119292,10,13144281,7,7780078,62,39391049,census_bps_county
2008,08,115,1,125000,1,125000,0,0,0,0,0,0,census_bps_county
2008,08,117,355,245883542,196,144663809,2,990000,16,4000000,141,96229733,census_bps_county
2008,08,119,91,24233880,91,24233880,0,0,0,0,0,0,census_bps_county
2008,08,121,1,66450,1,66450,0,0,0,0,0,0,census_bps_county
2008,08,123,980,197879213,852,191607124,0,0,9,579840,119,5692249,census_bps_county
2008,08,125,4,690000,4,690000,0,0,0,0,0,0,census_bps_county
2009,08,001,493,92193350,477,90228754,10,1100252,0,0,6,864344,census_bps_county
2009,08,003,30,2838572,30,2838572,0,0,0,0,0,0,census_bps_county
2009,08,005,1172,204455788,564,150646974,0,0,0,0,608,53808814,census_bps_county
2009,08,007,42,11796032,42,11796032,0,0,0,0,0,0,census_bps_county
2009,08,009,1,100000,1,100000,0,0,0,0,0,0,census_bps_county
2009,08,011,3,244000,3,244000,0,0,0,0,0,0,census_bps_county
2009,08,013,345,64934855,136,43253908,6,730000,17,2182959,186,18767988,census_bps_county
2009,08,014,160,41892419,160,41892419,0,0,0,0,0,0,census_bps_county
2009,08,015,91,24392384,91,24392384,0,0,0,0,0,0,census_bps_county
2009,08,017,0,0,0,0,0,0,0,0,0,0,census_bps_county
2009,08,019,8,2427896,8,2427896,0,0,0,0,0,0,census_bps_county
2009,08,021,17,2709084,17,2709084,0,0,0,0,0,0,census_bps_county
2009,08,023,34,7786945,34,7786945,0,0,0,0,0,0,census_bps_county
2009,08,025,1,21600,1,21600,0,0,0,0,0,0,census_bps_county
2009,08,027,60,11677346,60,11677346,0,0,0,0,0,0,census_bps_county
2009,08,029,13,2185733,13,2185733,0,0,0,0,0,0,census_bps_county
2009,08,031,888,138426884,485,93753110,74,11954727,0,0,329,32719047,census_bps_county
2009,08,033,1,229028,1,229028,0,0,0,0,0,0,census_bps_county
2009,08,035,851,182272279,580,152709352,0,0,15,1782045,256,27780882,census_bps_county
2009,08,037,78,43929566,56,41482113,0,0,4,705000,18,1742453,census_bps_county
2009,08,039,39,10230650,39,10230650,0,0,0,0,0,0,census_bps_county
2009,08,041,1333,417256087,1317,414981674,8,1479373,0,0,8,795040,census_bps_county
2009,08,043,46,11226004,46,11226004,0,0,0,0,0,0,census_bps_county
2009,08,045,78,16740062,72,16190052,2,335000,4,215010,0,0,census_bps_county
2009,08,047,16,4384066,16,4384066,0,0,0,0,0,0,census_bps_county
2009,08,049,140,32981808,130,31877718,0,0,0,0,10,1104090,census_bps_county
2009,08,051,87,21801553,87,21801553,0,0,0,0,0,0,census_bps_county
2009,08,053,9,2786040,9,2786040,0,0,0,0,0,0,census_bps_county
2009,08,055,35,4860586,35,4860586,0,0,0,0,0,0,census_bps_county
2009,08,057,7,1000000,7,1000000,0,0,0,0,0,0,census_bps_county
2009,08,059,379,97894460,288,87177687,8,1109257,3,700000,80,8907516,census_bps_county
2009,08,061,5,560000,5,560000,0,0,0,0,0,0,census_bps_county
2009,08,063,1,160000,1,160000,0,0,0,0,0,0,census_bps_county
2009,08,065,0,0,0,0,0,0,0,0,0,0,census_bps_county
2009,08,067,233,32637664,192,26659632,16,2983984,19,2308795,6,685253,census_bps_county
2009,08,069,451,92293092,361,82785780,2,473950,15,2375561,73,6657801,census_bps_county
2009,08,071,18,1946491,18,1946491,0,0,0,0,0,0,census_bps_county
2009,08,073,7,1211778,3,760000,4,451778,0,0,0,0,census_bps_county
2009,08,075,15,2386258,15,2386258,0,0,0,0,0,0,census_bps_county
2009,08,077,365,68722751,363,68454826,2,267925,0,0,0,0,census_bps_county
2009,08,079,7,170439,7,170439,0,0,0,0,0,0,census_bps_county
2009,08,081,21,2462111,21,2462111,0,0,0,0,0,0,census_bps_county
2009,08,083,16,2421495,16,2421495,0,0,0,0,0,0,census_bps_county
2009,08,085,118,17283809,87,13615434,0,0,0,0,31,3668375,census_bps_county
2009,08,087,19,2457151,17,2427151,2,30000,0,0,0,0,census_bps_county
2009,08,089,3,536000,3,536000,0,0,0,0,0,0,census_bps_county
2009,08,091,21,7169245,13,5801245,2,310000,0,0,6,1058000,census_bps_county
2009,08,093,106,17503132,106,17503132,0,0,0,0,0,0,census_bps_county
2009,08,095,7,1266579,7,1266579,0,0,0,0,0,0,census_bps_county
2009,08,097,27,34504612,27,34504612,0,0,0,0,0,0,census_bps_county
2009,08,099,1,200000,1,200000,0,0,0,0,0,0,census_bps_county
2009,08,101,377,42085400,184,30331551,2,214073,12,1065000,179,10474776,census_bps_county
2009,08,103,26,5003055,26,5003055,0,0,0,0,0,0,census_bps_county
2009,08,105,14,3645970,14,3645970,0,0,0,0,0,0,census_bps_county
2009,08,107,70,44097716,70,44097716,0,0,0,0,0,0,census_bps_county
2009,08,109,39,3699500,37,3399500,2,300000,0,0,0,0,census_bps_county
2009,08,111,4,430613,4,430613,0,0,0,0,0,0,census_bps_county
2009,08,113,44,32649988,31,29854931,2,337536,4,983257,7,1474264,census_bps_county
2009,08,115,1,210000,1,210000,0,0,0,0,0,0,census_bps_county
2009,08,117,78,39911662,65,36731213,0,0,0,0,13,3180449,census_bps_county
2009,08,119,36,10524994,36,10524994,0,0,0,0,0,0,census_bps_county
2009,08,121,7,878376,7,878376,0,0,0,0,0,0,census_bps_county
2009,08,123,761,146429236,718,145184926,0,0,0,0,43,1244310,census_bps_county
2009,08,125,0,0,0,0,0,0,0,0,0,0,census_bps_county
2010,08,001,662,130088502,558,119329222,68,7061984,9,848566,27,2848730,census_bps_county
2010,08,003,38,4500333,36,4418933,2,81400,0,0,0,0,census_bps_county
2010,08,005,1279,247080981,802,191282532,0,0,15,2155368,462,53643081,census_bps_county
2010,08,007,37,10335000,37,10335000,0,0,0,0,0,0,census_bps_county
2010,08,009,2,150000,0,0,2,150000,0,0,0,0,census_bps_county
2010,08,011,0,0,0,0,0,0,0,0,0,0,census_bps_county
2010,08,013,657,126879083,276,69127506,8,914718,30,3682728,343,53154131,census_bps_county
2010,08,014,232,55983265,232,55983265,0,0,0,0,0,0,census_bps_county
2010,08,015,101,25218832,101,25218832,0,0,0,0,0,0,census_bps_county
2010,08,017,1,80000,1,80000,0,0,0,0,0,0,census_bps_county
2010,08,019,13,4032999,13,4032999,0,0,0,0,0,0,census_bps_county
2010,08,021,17,2088162,17,2088162,0,0,0,0,0,0,census_bps_county
2010,08,023,24,5430837,24,5430837,0,0,0,0,0,0,census_bps_county
2010,08,025,4,421600,4,421600,0,0,0,0,0,0,census_bps_county
2010,08,027,67,12964460,59,12044460,8,920000,0,0,0,0,census_bps_county
2010,08,029,10,1767290,10,1767290,0,0,0,0,0,0,census_bps_county
2010,08,031,1232,183135559,632,127308907,130,22513533,0,0,470,33313119,census_bps_county
2010,08,033,0,0,0,0,0,0,0,0,0,0,census_bps_county
2010,08,035,915,221471903,820,208645479,2,442815,21,2646565,72,9737044,census_bps_county
2010,08,037,61,48569572,57,48134743,4,434829,0,0,0,0,census_bps_county
2010,08,039,33,8136402,33,8136402,0,0,0,0,0,0,census_bps_county
2010,08,041,1718,513434416,1634,506005794,0,0,7,988059,77,6440563,census_bps_county
2010,08,043,53,11712882,53,11712882,0,0,0,0,0,0,census_bps_county
2010,08,045,37,6910811,37,6910811,0,0,0,0,0,0,census_bps_county
2010,08,047,4,1120000,4,1120000,0,0,0,0,0,0,census_bps_county
2010,08,049,159,36679525,139,34471345,0,0,0,0,20,2208180,census_bps_county
2010,08,051,73,18792470,71,18127218,2,665252,0,0,0,0,census_bps_county
2010,08,053,11,4521144,11,4521144,0,0,0,0,0,0,census_bps_county
2010,08,055,30,4088049,30,4088049,0,0,0,0,0,0,census_bps_county
2010,08,057,7,1080994,7,1080994,0,0,0,0,0,0,census_bps_county
2010,08,059,577,143372979,471,129611353,2,359015,0,0,104,13402611,census_bps_county
2010,08,061,6,535000,6,535000,0,0,0,0,0,0,census_bps_county
2010,08,063,2,200000,2,200000,0,0,0,0,0,0,census_bps_county
2010,08,065,19,3093157,19,3093157,0,0,0,0,0,0,census_bps_county
2010,08,067,222,27417353,170,21989949,4,400000,18,2063274,30,2964130,census_bps_county
2010,08,069,1153,182921103,477,114955362,22,3570208,17,1873183,637,62522350,census_bps_county
2010,08,071,20,2372000,20,2372000,0,0,0,0,0,0,census_bps_county
2010,08,073,1,129000,1,129000,0,0,0,0,0,0,census_bps_county
2010,08,075,15,2568552,13,2382000,2,186552,0,0,0,0,census_bps_county
2010,08,077,408,83015949,348,76671758,12,905316,0,0,48,5438875,census_bps_county
2010,08,079,5,54166,5,54166,0,0,0,0,0,0,census_bps_county
2010,08,081,7,1756195,7,1756195,0,0,0,0,0,0,census_bps_county
2010,08,083,14,2120620,14,2120620,0,0,0,0,0,0,census_bps_county
2010,08,085,62,10561831,62,10561831,0,0,0,0,0,0,census_bps_county
2010,08,087,22,3046850,22,3046850,0,0,0,0,0,0,census_bps_county
2010,08,089,3,832000,3,832000,0,0,0,0,0,0,census_bps_county
2010,08,091,20,8373334,20,8373334,0,0,0,0,0,0,census_bps_county
2010,08,093,95,16328727,95,16328727,0,0,0,0,0,0,census_bps_county
2010,08,095,3,401687,3,401687,0,0,0,0,0,0,census_bps_county
2010,08,097,44,70907124,44,70907124,0,0,0,0,0,0,census_bps_county
2010,08,099,2,150000,0,0,2,150000,0,0,0,0,census_bps_county
2010,08,101,234,39614829,209,37254155,0,0,8,864674,17,1496000,census_bps_county
2010,08,103,22,10983616,22,10983616,0,0,0,0,0,0,census_bps_county
2010,08,105,21,4259111,21,4259111,0,0,0,0,0,0,census_bps_county
2010,08,107,27,21771352,27,21771352,0,0,0,0,0,0,census_bps_county
2010,08,109,35,3670858,35,3670858,0,0,0,0,0,0,census_bps_county
2010,08,111,1,200000,1,200000,0,0,0,0,0,0,census_bps_county
2010,08,113,47,45421771,47,45421771,0,0,0,0,0,0,census_bps_county
2010,08,115,0,0,0,0,0,0,0,0,0,0,census_bps_county
2010,08,117,117,56395055,92,52089591,6,1162218,8,1364530,11,1778716,census_bps_county
2010,08,119,42,11660606,42,11660606,0,0,0,0,0,0,census_bps_county
2010,08,121,5,913760,5,913760,0,0,0,0,0,0,census_bps_county
2010,08,123,863,166578417,789,163581017,0,0,3,193280,71,2804120,census_bps_county
2010,08,125,0,0,0,0,0,0,0,0,0,0,census_bps_county
2011,08,001,565,124403414,546,122511690,4,480000,15,1411724,0,0,census_bps_county
2011,08,003,53,4746867,31,3481867,4,306500,4,208500,14,750000,census_bps_county
2011,08,005,806,201826992,614,179596952,0,0,4,724344,188,21505696,census_bps_county
2011,08,007,36,8620000,36,8620000,0,0,0,0,0,0,census_bps_county
2011,08,009,2,150000,0,0,2,150000,0,0,0,0,census_bps_county
2011,08,011,1,5000,1,5000,0,0,0,0,0,0,census_bps_county
2011,08,013,661,132005796,390,106387401,24,2933040,24,4415430,223,18269925,census_bps_county
2011,08,014,229,65582540,229,65582540,0,0,0,0,0,0,census_bps_county
2011,08,015,69,16367859,69,16367859,0,0,0,0,0,0,census_bps_county
2011,08,017,0,0,0,0,0,0,0,0,0,0,census_bps_county
2011,08,019,16,3696678,16,3696678,0,0,0,0,0,0,census_bps_county
2011,08,021,13,2241000,13,2241000,0,0,0,0,0,0,census_bps_county
2011,08,023,22,4994728,22,4994728,0,0,0,0,0,0,census_bps_county
2011,08,025,2,178767,2,178767,0,0,0,0,0,0,census_bps_county
2011,08,027,66,14398015,66,14398015,0,0,0,0,0,0,census_bps_county
2011,08,029,50,5763683,9,1949399,0,0,0,0,41,3814284,census_bps_county
2011,08,031,2685,316561213,703,157155346,144,22751784,3,564333,1835,136089750,census_bps_county
2011,08,033,0,0,0,0,0,0,0,0,0,0,census_bps_county
2011,08,035,1295,293372606,963,253754751,48,11030040,29,4254767,255,24333048,census_bps_county
2011,08,037,53,43009724,51,42727828,2,281896,0,0,0,0,census_bps_county
2011,08,039,30,7245069,30,7245069,0,0,0,0,0,0,census_bps_county
2011,08,041,2220,601921466,1561,527078733,2,220759,0,0,657,74621974,census_bps_county
2011,08,043,46,8847600,46,8847600,0,0,0,0,0,0,census_bps_county
2011,08,045,33,8388314,33,8388314,0,0,0,0,0,0,census_bps_county
2011,08,047,16,5554427,16,5554427,0,0,0,0,0,0,census_bps_county
2011,08,049,155,35201040,128,31780194,2,660621,0,0,25,2760225,census_bps_county
2011,08,051,50,16415817,50,16415817,0,0,0,0,0,0,census_bps_county
2011,08,053,9,1757165,9,1757165,0,0,0,0,0,0,census_bps_county
2011,08,055,30,4359578,30,4359578,0,0,0,0,0,0,census_bps_county
2011,08,057,2,433500,2,433500,0,0,0,0,0,0,census_bps_county
2011,08,059,958,163701845,440,114295861,2,220000,12,692177,504,48493807,census_bps_county
2011,08,061,1,80000,1,80000,0,0,0,0,0,0,census_bps_county
2011,08,063,0,0,0,0,0,0,0,0,0,0,census_bps_county
2011,08,065,17,3213884,17,3213884,0,0,0,0,0,0,census_bps_county
2011,08,067,154,32111495,152,31816687,2,294808,0,0,0,0,census_bps_county
2011,08,069,1192,211693055,702,173686999,10,1555779,10,1336376,470,35113901,census_bps_county
2011,08,071,22,2458226,22,2458226,0,0,0,0,0,0,census_bps_county
2011,08,073,4,490000,4,490000,0,0,0,0,0,0,census_bps_county
2011,08,075,13,2335300,13,2335300,0,0,0,0,0,0,census_bps_county
2011,08,077,359,67322752,289,61698679,6,1445786,0,0,64,4178287,census_bps_county
2011,08,079,9,1998518,9,1998518,0,0,0,0,0,0,census_bps_county
2011,08,081,10,2372367,10,2372367,0,0,0,0,0,0,census_bps_county
2011,08,083,9,1043033,9,1043033,0,0,0,0,0,0,census_bps_county
2011,08,085,51,8384722,51,8384722,0,0,0,0,0,0,census_bps_county
2011,08,087,10,2960500,10,2960500,0,0,0,0,0,0,census_bps_county
2011,08,089,3,422000,3,422000,0,0,0,0,0,0,census_bps_county
2011,08,091,19,9590200,19,9590200,0,0,0,0,0,0,census_bps_county
2011,08,093,73,12894428,73,12894428,0,0,0,0,0,0,census_bps_county
2011,08,095,2,864602,2,864602,0,0,0,0,0,0,census_bps_county
2011,08,097,33,59045376,29,57689688,4,1355688,0,0,0,0,census_bps_county
2011,08,099,2,199000,2,199000,0,0,0,0,0,0,census_bps_county
2011,08,101,118,20893086,114,20665786,0,0,4,227300,0,0,census_bps_county
2011,08,103,16,5097556,16,5097556,0,0,0,0,0,0,census_bps_county
2011,08,105,14,2928794,14,2928794,0,0,0,0,0,0,census_bps_county
2011,08,107,42,25373807,40,25036247,2,337560,0,0,0,0,census_bps_county
2011,08,109,25,4048600,25,4048600,0,0,0,0,0,0,census_bps_county
2011,08,111,1,100000,1,100000,0,0,0,0,0,0,census_bps_county
2011,08,113,28,25989467,25,23689236,0,0,3,2300231,0,0,census_bps_county
2011,08,115,0,0,0,0,0,0,0,0,0,0,census_bps_county
2011,08,117,154,69968653,116,63015104,4,778847,16,3074702,18,3100000,census_bps_county
2011,08,119,55,13505354,55,13505354,0,0,0,0,0,0,census_bps_county
2011,08,121,1,276000,1,276000,0,0,0,0,0,0,census_bps_county
2011,08,123,889,179964385,792,175494788,2,114948,3,193280,92,4161369,census_bps_county
2011,08,125,3,294041,1,152915,2,141126,0,0,0,0,census_bps_county
2012,08,001,1015,216468851,793,182001299,2,330552,0,0,220,34137000,census_bps_county
2012,08,003,60,4939255,33,3406398,4,306500,4,208500,19,1017857,census_bps_county
2012,08,005,1717,335760004,955,266797911,0,0,16,1629199,746,67332894,census_bps_county
2012,08,007,53,10608700,53,10608700,0,0,0,0,0,0,census_bps_county
2012,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2012,08,011,1,150000,1,150000,0,0,0,0,0,0,census_bps_county
2012,08,013,1295,199718125,471,130744098,32,4489585,28,4003554,764,60480888,census_bps_county
2012,08,014,2010,201276542,160,46818661,2,372760,0,0,1848,154085121,census_bps_county
2012,08,015,93,21925240,93,21925240,0,0,0,0,0,0,census_bps_county
2012,08,017,1,475000,1,475000,0,0,0,0,0,0,census_bps_county
2012,08,019,6,1491444,6,1491444,0,0,0,0,0,0,census_bps_county
2012,08,021,13,2384000,13,2384000,0,0,0,0,0,0,census_bps_county
2012,08,023,22,4991734,22,4991734,0,0,0,0,0,0,census_bps_county
2012,08,025,0,0,0,0,0,0,0,0,0,0,census_bps_county
2012,08,027,54,12136490,54,12136490,0,0,0,0,0,0,census_bps_county
2012,08,029,10,1490991,10,1490991,0,0,0,0,0,0,census_bps_county
2012,08,031,5578,583998757,1056,221448877,162,26544775,4,710000,4356,335295105,census_bps_county
2012,08,033,1,225148,1,225148,0,0,0,0,0,0,census_bps_county
2012,08,035,2300,491920507,1705,438734000,0,0,0,0,595,53186507,census_bps_county
2012,08,037,95,55406492,89,54879722,6,526770,0,0,0,0,census_bps_county
2012,08,039,45,13297062,45,13297062,0,0,0,0,0,0,census_bps_county
2012,08,041,2974,906318490,2373,831087323,4,532756,0,0,597,74698411,census_bps_county
2012,08,043,52,12809945,50,12502127,2,307818,0,0,0,0,census_bps_county
2012,08,045,96,18648677,36,9648746,0,0,0,0,60,8999931,census_bps_county
2012,08,047,8,2150000,8,2150000,0,0,0,0,0,0,census_bps_county
2012,08,049,182,40624162,137,35655757,0,0,0,0,45,4968405,census_bps_county
2012,08,051,47,18953272,45,18816945,2,136327,0,0,0,0,census_bps_county
2012,08,053,4,636936,4,636936,0,0,0,0,0,0,census_bps_county
2012,08,055,24,4340611,24,4340611,0,0,0,0,0,0,census_bps_county
2012,08,057,0,0,0,0,0,0,0,0,0,0,census_bps_county
2012,08,059,1010,247669043,807,221103306,44,7979443,9,1071684,150,17514610,census_bps_county
2012,08,061,2,200000,2,200000,0,0,0,0,0,0,census_bps_county
2012,08,063,0,0,0,0,0,0,0,0,0,0,census_bps_county
2012,08,065,20,3234583,20,3234583,0,0,0,0,0,0,census_bps_county
2012,08,067,172,45440981,159,43588252,6,868368,0,0,7,984361,census_bps_county
2012,08,069,1868,336217772,1139,263348322,18,3149258,20,2540282,691,67179910,census_bps_county
2012,08,071,35,5250000,35,5250000,0,0,0,0,0,0,census_bps_county
2012,08,073,8,1149352,8,1149352,0,0,0,0,0,0,census_bps_county
2012,08,075,10,2907554,10,2907554,0,0,0,0,0,0,census_bps_county
2012,08,077,355,79613332,323,76125412,16,1904487,4,497468,12,1085965,census_bps_county
2012,08,079,8,1165984,4,900592,0,0,4,265392,0,0,census_bps_county
2012,08,081,11,1070342,11,1070342,0,0,0,0,0,0,census_bps_county
2012,08,083,12,1855118,12,1855118,0,0,0,0,0,0,census_bps_county
2012,08,085,51,7370536,51,7370536,0,0,0,0,0,0,census_bps_county
2012,08,087,18,4408000,18,4408000,0,0,0,0,0,0,census_bps_county
2012,08,089,4,807000,4,807000,0,0,0,0,0,0,census_bps_county
2012,08,091,23,10628176,23,10628176,0,0,0,0,0,0,census_bps_county
2012,08,093,71,10708410,71,10708410,0,0,0,0,0,0,census_bps_county
2012,08,095,14,802780,6,437920,0,0,0,0,8,364860,census_bps_county
2012,08,097,23,45737334,23,45737334,0,0,0,0,0,0,census_bps_county
2012,08,099,3,595000,3,595000,0,0,0,0,0,0,census_bps_county
2012,08,101,266,34625014,172,27310916,2,296407,0,0,92,7017691,census_bps_county
2012,08,103,8,2268987,8,2268987,0,0,0,0,0,0,census_bps_county
2012,08,105,15,3359881,15,3359881,0,0,0,0,0,0,census_bps_county
2012,08,107,54,35175221,54,35175221,0,0,0,0,0,0,census_bps_county
2012,08,109,32,2867055,32,2867055,0,0,0,0,0,0,census_bps_county
2012,08,111,6,1464100,6,1464100,0,0,0,0,0,0,census_bps_county
2012,08,113,25,29333639,25,29333639,0,0,0,0,0,0,census_bps_county
2012,08,115,2,180000,2,180000,0,0,0,0,0,0,census_bps_county
2012,08,117,139,66779131,115,62645798,0,0,0,0,24,4133333,census_bps_county
2012,08,119,37,12906983,37,12906983,0,0,0,0,0,0,census_bps_county
2012,08,121,1,225000,1,225000,0,0,0,0,0,0,census_bps_county
2012,08,123,1241,278743811,1182,271646003,2,297520,8,844549,49,5955739,census_bps_county
2012,08,125,1,77700,1,77700,0,0,0,0,0,0,census_bps_county
2013,08,001,1340,274727571,1032,242373764,4,713720,4,682880,300,30957207,census_bps_county
2013,08,003,70,5668945,31,3447124,6,459750,4,208500,29,1553571,census_bps_county
2013,08,005,3060,491602948,1206,313699148,2,482293,16,2944088,1836,174477419,census_bps_county
2013,08,007,61,15511000,61,15511000,0,0,0,0,0,0,census_bps_county
2013,08,009,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,011,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,013,1625,278189630,591,157969752,50,8216109,27,3164980,957,108838789,census_bps_county
2013,08,014,896,162176990,338,117080554,18,3505276,0,0,540,41591160,census_bps_county
2013,08,015,104,27786696,99,26969359,2,260000,3,557337,0,0,census_bps_county
2013,08,017,0,0,0,0,0,0,0,0,0,0,census_bps_county
2013,08,019,11,1940283,11,1940283,0,0,0,0,0,0,census_bps_county
2013,08,021,15,1871838,15,1871838,0,0,0,0,0,0,census_bps_county
